location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
,5541,1,['dkpol'],2021-08-17 20:37:27,  stort tillykke jeppe du hører fra mig ,2.0
Copenhagen,1065,5,"['dkpol', 'dkbiz']",2021-08-17 20:37:08,vi skal give havvind medvind  skønt at fylde salen med ambassadører og hele værdikæden inden for havvind    ,0.0
Denmark,5098,0,"['dkpol', 'dkmedier']",2021-08-17 20:37:00,fisk er ikke usundt norsk burfisk  laksefarme  fodret med dansk tørpiller med monsanto kemikalier  uden mærkning eller kontrol   farmed norwegian salmon  world’s most toxic food  via         ,-2.0
"Capital Region, Denmark",8647,0,['dkpol'],2021-08-17 20:36:18, kofoed kalder på alles selvransagelse  bramsen udtaler at  ingen af os kunne forudse   mf ignorerer  el og sf vil sende en åbenlys skandale i syltekrukke udvalg når  problemet  er løst  desværre er oppositionen lammet  intet sker  intet ansvar  kofoed  vi evakuerer flere,-4.0
,1390,31,['dkpol'],2021-08-17 20:35:45,så  mener stadig afghanistan krigen er en succes  der skulle bare mere militær til i   helt absurd mangel på realitet  ansvar og analyse      års fejlslagen og blodig krig kalder på politisk refleksion  ikke at de ansvarlige fordrejer virkeligheden  ,-4.0
Denmark DK Europe Earth Heart,98604,2,"['dknatur', 'dkpol', 'dkgreen', 'biodiversitet']",2021-08-17 20:33:45,ahhh come on  og    det her har zero at gøre med en indsats for   natur &amp; biodiversitet kræver plads  variation  hjemmehørende arter og kontinuitet  hvis i ik ved hvad det betyder  så ring        ,0.0
"Herning, Denmark",118955,2,"['dkpol', 'eudk']",2021-08-17 20:32:43,dommeren vs  politikeren  dommeren kan sagtens være inhabil samtidig med at messerschmidt er skyldig   det ene udelukker altså ikke det andet   det kaldes en retsstat    ,0.0
,21310,2,"['dkpol', 'eudk']",2021-08-17 20:31:59,dommeren vs  politikeren  dommeren kan sagtens være inhabil samtidig med at messerschmidt er skyldig   det ene udelukker altså ikke det andet   det kaldes en retsstat    ,0.0
"Skåne, Sverige",2152,0,['dkpol'],2021-08-17 20:31:57,byggeri på amager fælled stoppes  hvis venner skaffer to millioner     forstår ikke rigtigt  at man vil bygge en ny bydel ovenpå københavns og amagers gamle losseplads   ,-1.0
"Stevns, Danmark",204,0,"['uddpol', 'dkpol', 'dkmedier']",2021-08-17 20:31:46,kære   jeg vil meget gerne mødes til en snak om hvordan vi kan få flere  voksne  til at tage en videregående uddannelse  som formand for de godt        studerende på  har jeg en del tanker   ,5.0
"Denmark, Copenhagen",48193,7,"['dkpol', 'afghanistan']",2021-08-17 20:31:28,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
,2591,0,['dkpol'],2021-08-17 20:29:52, ser du ikke en modsætning i at være fortaler for øget muslimsk indvandring og på den anden side tilhænger af kvinders rettigheder og ligestilling  kommer der tilstrækkeligt mange muslimer til dk vil der blive et pres over mod sharia og begrænsning af kvinders rettigheder  ,0.0
Denmark - Flee or Fight,673,0,"['dkpol', 'FE']",2021-08-17 20:29:35,     det er helt sikkert skrevet mere end en efterretningsrapport om afghanistan  grøn tusch markere gode ting  rød tusch markere farlige ting  der kan simpelthen ikke kun have været brugt grøn tusch  ,0.0
"Copenhagen, Denmark",40993,6,['dkpol'],2021-08-17 20:29:18,nå  men kunne det være på sin plads at få undersøgt baggrunden for afghanistankrigen og irakkrigen  skal vi ikke blive klogere til en anden gang  det burde alle politikere bakke op om – naturligvis med mindre  de har en pudsig interesse i  at ingen må blive klogere  ,2.0
"Copenhagen, Denmark",569,1,['dkpol'],2021-08-17 20:29:12,godt med en national indsats for digital dannelse af børn    men  uden et løft af fagpersonernes kompetencer overlader vi ansvaret til børnene og ender med lærere og pædagoger  der ikke er klædt på til opg   siger  til    ,3.0
"Copenhagen, Denmark",7056,6,['dkpol'],2021-08-17 20:29:12,nå  men kunne det være på sin plads at få undersøgt baggrunden for afghanistankrigen og irakkrigen  skal vi ikke blive klogere til en anden gang  det burde alle politikere bakke op om – naturligvis med mindre  de har en pudsig interesse i  at ingen må blive klogere  ,2.0
"København, Danmark",4899,0,['dkpol'],2021-08-17 20:28:57,  bare  nogle  politikere også ville efterleve det     ,0.0
Danmark,1162,2,['dkpol'],2021-08-17 20:28:52,imens journalister og resten af centrumvenstre igen forsøger at tegne et glansbillede af islam og afganistan  så husk hvad islam er   islam er det modsatte af demokrati   islam er kvindeundertrykkelse   islam er to tunger   islam er racisme       ,-3.0
"Gellerup - Aarhus, Denmark",91940,21,"['bevaramagerfælled', 'dkgreen', 'dkpol']",2021-08-17 20:28:43,bevar amager fælled  retten giver amager fælleds venner medhold  men vil have   mio  i sikkerhed for at stoppe byggeriet til på tirsdag  det skal de f       få  jeg opfordrer dig til at betale    kr eller mer til mobilepay       ælled     ,-1.0
,45856,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 20:28:24,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
,7450,2,"['dkpol', 'dkmedier']",2021-08-17 20:24:53,mangfoldighed  nej lgbt er glødende racisme og sexisme     ,-4.0
,7511,15,['dkpol'],2021-08-17 20:24:18,jeg håber ikke  at de stakkels jurister i sundhedsstyrelsen er løbet tør for slettelak  siden de glemte at strege lige præcis de her sætninger over   et super flot dokument   ja  grundigt og godt arbejde  det er et fint og meget grundigt dokument   ,16.0
"Capital Region, Denmark",8647,0,['dkpol'],2021-08-17 20:23:27, kofoed  bramsen  krag  pedersen  kollerup og frederiksen har alle fået ministerbiler  og sælger derfor deres egen bil  de garanterer service er udført med rettidig omhu og der garanteret  ifølge deres oplysninger  ikke er forestående problemer  hvem ville du købe bilen af ,2.0
"Copenhagen, Denmark",22317,3,['dkpol'],2021-08-17 20:23:16,det dårlige er  at klimaforandringerne ekskalerer  det gode er  at vi kan ændre kurs og stoppe udviklingen  hvem er vi  det er os politikere  både internationalt  men i høj grad også her i danmark  som et at de lande  der udleder mest co /borger   ,-4.0
"Herning, Denmark",118955,0,"['dkmedier', 'dkpol']",2021-08-17 20:22:39, simpelthen pinligt som  holder mikrofonen for islamister   ,-2.0
Copenhagen,5610,1,"['BevarAmagerFælled', 'dkpol']",2021-08-17 20:20:53,har lige støttet kampen for amager fælled med     kroner  så er der bare       andre københavnere  der skal gøre det samme ælled    ,0.0
"København, Danmark",4479,1,"['uddpol', 'kbhprof', 'dkpol']",2021-08-17 20:20:49,vores rektor  håber  at den nye uddannelses og forskningsminister  kommer med et højt ambitionsniveau  det er det  der skal til  når man skal være minister for uddannelse  lyder budskabet i       ,3.0
"Odense, Danmark/Warsaw, Poland",36265,0,['dkpol'],2021-08-17 20:19:34, nødvendigheden for evakuering her og nu kom sandsynligvis som en meget stor overraskelse for alle  ingen have forstillet sig at de militære overlegne regeringsstyrker på så kort tid  ville overgive sig til de militær underlegne talibanstyrker  ,0.0
Jorden,63,37,"['dkmedier', 'covid', 'dkpol']",2021-08-17 20:19:26,vaccinerede testes kun ved symptomer  når de skal på sygehuset  ikke vaccinerede testes altid  så  hvordan ved vi  hvor stor en andel af indlagte der hhv  med og uden vaccine er testet positive  sjovt nok rapporteres tal ukritisk videre af journalisterne     ,4.0
,2074,14,['dkpol'],2021-08-17 20:17:09,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
Danmark,7242,2,"['dkpol', 'dkmedier']",2021-08-17 20:16:11,mangfoldighed  nej lgbt er glødende racisme og sexisme     ,-4.0
Copenhagen +4561614507,862,1,"['dkpol', 'kirke', 'tro', 'religion']",2021-08-17 20:16:06,troen spiller en rolle for den nye kirkeminister   der selv har oplevet folkekirkens styrke under coronaen      ,2.0
"København, Danmark",1269,4,"['dkbiz', 'dkpol']",2021-08-17 20:15:46,en stor tak til  for at samle dk’s ambassadører til arrangement og gode drøftelser om partnerskaber et helt centralt fokusområde for os alle  for kun gennem offentligeprivate partnerskaber løser vi vores samfunds store udfordringer   ,3.0
Danmark,7242,1,"['dkmedier', 'dkpol']",2021-08-17 20:15:27,  tænk sig at man sku få sig selv til at sige det  men dette er decideret racisme mod hvide  længere er den ikke  så racisme i danmark går  desværre  begge veje  ,-8.0
,113,11,['dkpol'],2021-08-17 20:15:23,er  udenrigspolitik virkelig død  nej da  sregeringen sendte ubrugelige respiratorer til italien  arbejdede med frugal four  selvom eu havde haft nytte af mere funding og rejste til israel som ikke producerer vacciner  ikke død men elendig   ,-8.0
Denmark,7880,7,"['dkpol', 'afghanistan']",2021-08-17 20:15:20,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
WHITE HOUSE/KREML/CANADA/ENG,2817,2,"['Afghanistan', 'dkpol', 'Taliban', 'kabulairport']",2021-08-17 20:14:31,den her fremsynede afghanske mand fik mere ret  end hvad vi kan være stolte af i danmark  absurd gensyn med amardillo her    år senere   folketinget bør nu være vores ansvar bevidst og hjælpe den afghanske civilbefolkning  hurtigt      ,8.0
WHITE HOUSE/KREML/CANADA/ENG,2817,2,"['dkpol', 'Syrien', 'Afghanistan']",2021-08-17 20:14:22,‘sov godt’ til de politikere  der i aften kan sige ‘godnat’ til familien og lægge sig til ro  velvidende  at de er trygge og sikre  alt imens de i løbet af dagen arbejder for at forhindre andres ret til  at kunne gøre det samme      ,3.0
WHITE HOUSE/KREML/CANADA/ENG,2817,1,"['dkpol', 'Afghanistan']",2021-08-17 20:14:05,hvor må det være underligt som kvinde at kunne gå i jeans og tshirt den ene uge og så skulle gå i burka den næste uge   ,0.0
WHITE HOUSE/KREML/CANADA/ENG,2817,1,"['Afghanistan', 'BidenSpeech', 'dkpol', 'dkmedier', 'dkforsvar']",2021-08-17 20:13:51,man insisterer på krigens berettigelse og at de sidste    år var dét værd  og takker samtidig af med graveyard of empires og dette   som retfærdiggørelse for den mest uordentlige tilbagetrækning i mands minde       ,1.0
"Frederiksberg, Danmark",3404,5,['dkpol'],2021-08-17 20:13:47,det er genialos  det med at bruge  situationers alvor  til at aflyse pressemøder og undgå spørgsmål    også fordi det samtidig pointudligner skampletten ved weekendens koncert/instabøf  hvor man ikke liiiige havde indset situationens alvor endnu  ,-3.0
,37130,33,"['dkgreen', 'dkpol']",2021-08-17 20:13:41,siden kl     i morges har vi læst højt af den nye ipccrapport foran christiansborg  vi bliver ved til vi har været gennem alle       dommedagssider  vi kræver  at mette f  træder frem  adresserer krisen med den alvor den kræver  og erklærer klimanødsituation nu    ,-3.0
WHITE HOUSE/KREML/CANADA/ENG,2817,7,"['dkpol', 'afghanistan']",2021-08-17 20:13:18,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
WHITE HOUSE/KREML/CANADA/ENG,2817,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 20:12:59,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
⚜️🇩🇰Denmark~Copenhagen Area,32739,1,['dkpol'],2021-08-17 20:12:54, i       foretog al quaida en krigshandling mod usa  med taliban i ryggen    usa aktiverer natos art     hele vesten trækkes ind  terroranslag i eu øger massivt         usa trækker sig ud af afganistan uden struktureret plan  taliban tager magten  med al quaida i ryggen  ,0.0
Odende. DK,188,0,"['dkmedier', 'dkpol']",2021-08-17 20:12:30,  hej det er bar mig taliban  vi kan også lide is  en til mig og en til dig  ,1.0
Danmark,95,1,"['dkpol', 'Afghanistan']",2021-08-17 20:12:13,hvor må det være underligt som kvinde at kunne gå i jeans og tshirt den ene uge og så skulle gå i burka den næste uge   ,0.0
"Nordjylland, Danmark",26709,23,['dkpol'],2021-08-17 20:11:29,undskyld  hvor patetisk kan du blive  du forsøger at miskreditere en dommer for likes der intet har med din sag at gøre  i stedet for at erkende at du misbrugte eupenge  velkommen ‘på forsiden’ onsdag   ,-6.0
"Nordjylland, Danmark",1547,1,"['Afghanistan', 'BidenSpeech', 'dkpol', 'dkmedier', 'dkforsvar']",2021-08-17 20:11:28,man insisterer på krigens berettigelse og at de sidste    år var dét værd  og takker samtidig af med graveyard of empires og dette   som retfærdiggørelse for den mest uordentlige tilbagetrækning i mands minde       ,1.0
,6186,38,"['NickHækkerup', 'dkpol']",2021-08-17 20:11:11,ækkerup har lige udsendt en pressemeddelelse om en ny superpolitienhed  min første tanke var  mon ikke det bare er nick som vil have mere magt   jeg kiggede på lovforslaget  jo  nick vil kunne ophæve alles tavshedspligt uden domstolskontrol    ,0.0
"Hovedstaden, Danmark",27181,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 20:10:52,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
Copenhagen,14116,7,"['dkpol', 'afghanistan']",2021-08-17 20:10:37,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
,45751,1,"['dkforsk', 'dkpol']",2021-08-17 20:09:22,dk skal være stærk på løsninger inden for klima  digitalisering  materialer  fødevarer m m  det kræver udover forskning også gode test og udviklingsfaciliteter  herunder et overblik over mulighederne i dag      ,3.0
,45751,23,['dkpol'],2021-08-17 20:08:46,undskyld  hvor patetisk kan du blive  du forsøger at miskreditere en dommer for likes der intet har med din sag at gøre  i stedet for at erkende at du misbrugte eupenge  velkommen ‘på forsiden’ onsdag   ,-6.0
Denmark,3178,2,"['dkpol', 'Syrien', 'Afghanistan']",2021-08-17 20:08:44,‘sov godt’ til de politikere  der i aften kan sige ‘godnat’ til familien og lægge sig til ro  velvidende  at de er trygge og sikre  alt imens de i løbet af dagen arbejder for at forhindre andres ret til  at kunne gøre det samme      ,3.0
Danmark,72722,11,['dkpol'],2021-08-17 20:07:02,foreningen amager fælleds venner har på få timer indsamlet         kr   af de i alt to millioner kroner  til sikkerhedsstillelse   man kan støtte sagen økonomisk og hjælpe med at bevare amager fælleds natur  benyt mobilepay          indsamlingen er godkendt   ,6.0
Copenhagen,5610,11,['dkpol'],2021-08-17 20:05:36,foreningen amager fælleds venner har på få timer indsamlet         kr   af de i alt to millioner kroner  til sikkerhedsstillelse   man kan støtte sagen økonomisk og hjælpe med at bevare amager fælleds natur  benyt mobilepay          indsamlingen er godkendt   ,6.0
København,1251,1,"['dkpol', 'afghanistan']",2021-08-17 20:05:32,for nogen tid siden foreslog specialstyrkernes ledelse i aalborg  at der blev lavet en militær plan for evakuering i afghanistan  nej tak  sagde udenrigsministeriet iflg  olfi     ,1.0
"Aarhus, Danmark",581,8,"['Afghanistan', 'dkmedier', 'dkpol']",2021-08-17 20:04:17,vi skylder de mediefolk  som har hjulpet danske medier  at bringe dem i sikkerhed   presser fortsat på  og støtter samtidig det vigtige arbejde  som  og deres afghanske partner  gør i    ,5.0
Danmark,323229,7,"['dkpol', 'afghanistan']",2021-08-17 20:03:03,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
Denmark,8795,14,['dkpol'],2021-08-17 20:02:34,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
,440,7,"['dkpol', 'afghanistan']",2021-08-17 20:02:32,gode nyheder at dk fly er landet i kabul lufthavn  håber det lykkes at få folk med ud snart   ,5.0
⚜️🇩🇰Denmark~Copenhagen Area,32739,0,['dkpol'],2021-08-17 20:02:32, hvad kan man lære  vi kan begynde i  og offentlige institutioner  man kan ikke have mel i munden og blæse samtidig  i dk i dag  er der flere steder indført adskillelse mellem drenge/piger  kvinder/mænd  det havde vi ikke for    år siden  sådan starter det  stille &amp; rolig ,2.0
Danmark,127544,0,['dkpol'],2021-08-17 20:02:18,det har da alt med inhabilitet at gøre  en så forudindtaget dommer kan ikke dømme i den sag  ,-2.0
,6186,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 20:02:03,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
Denmark,6979,2,['dkpol'],2021-08-17 20:00:35,      fint med bekymring  den er der et bund solidt grundlag for  eneste vej ud af kaos er at borgerne inddrages  vi skal stemme om vigtige love  og dyre fælles udgifter  det vil betyde at fedt bliver skrællet af og politikken fokuseres på borgernes ønsker  frem for ft fnidder  ,0.0
around,10578,21,"['dagpenge', 'arbejde', 'dkpol']",2021-08-17 19:59:34,der er tale om myter og ikke fakta  som  og  lægger til grund for at ville skære i unges   det viser undersøgelser fra   ingen evidens for at unge kommer hurtigere i  hvis man gør dem fattigere  ,0.0
Denmark,3400,11,['dkpol'],2021-08-17 19:58:20,foreningen amager fælleds venner har på få timer indsamlet         kr   af de i alt to millioner kroner  til sikkerhedsstillelse   man kan støtte sagen økonomisk og hjælpe med at bevare amager fælleds natur  benyt mobilepay          indsamlingen er godkendt   ,6.0
"Hovedstaden, Danmark",66051,1,['dkpol'],2021-08-17 19:58:17,dansk evakuering fra kabul er en skandale  lyder det fra christiansborg  nå da  det er åbenbart gået op for nogen partier  at befolkningen ikke er imponeret over dem heller  med andre ord  alle partierne har et ansvar her    ,1.0
,13656,9,['dkpol'],2021-08-17 19:58:14,   lukashenkas overtrædelser af international ret ved som  hybridvåben  at sende importerede immigranter fra irak over grænsen til litauen skal stoppes med det samme inden det for uoverskuelige konsekvenser  eu/nato skal sende politistyrker og gendarmeri til grænsen nu  ,-4.0
"Copenhagen, Denmark",6807,0,"['dkpol', 'dkforsvar', 'dkaid']",2021-08-17 19:57:49,men det kan være nok til at have feks  kina og rusland med sig  hvis ambitionerne er større  internt og eksternt  vil kravene også være det  og måske vil de have mere at vinde den vej  det kan blive en reel modererende faktor  i bedste fald    ,5.0
Copenhagen,5551,0,['dkpol'],2021-08-17 19:57:36,al faglighed/professionalisme ophører hvis vi accepterer ideen om  at et like eller for den sags skyld kommentarer som intet har med retssag at gøre  kan miskreditere en dommer  dommere  politifolk etc  har holdninger som alle  men fagligheden styrer  når de er i jobbet ,-4.0
"Hovedstaden, Danmark",66051,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 19:57:14,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
"Södermanland, Sverige",54165,1,['dkpol'],2021-08-17 19:56:52, / der skal lukkes helt ned eller reduceres kraftigt for muligheden for at anvende hybridkrigsførelse over litauen og det betyder en forstærket indsats på alle områder inklusive cyber  sanktioner og truslen om samme er nok et tog der er kørt…  ,0.0
"Hovedstaden, Danmark",66051,14,['dkpol'],2021-08-17 19:56:34,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
,3895,5,['dkpol'],2021-08-17 19:56:18,forrykt   man må i regeringen have læst de fortrolige efterretninger og analyser   at insistere på hjemsendelse er at vælge at lukke helt af for den mest sandsynlige og rædselsfulde udvikling    … vores krig blev til flygtningepolitik hos  ,-2.0
Copenhagen,177,14,"['dkpol', 'dkgreen']",2021-08-17 19:55:23,vigtig  vigtig sejr for naturen  amager fælled og amager fælleds venner  helt skørt at det er afhængig af at skulle skaffe   mio  kr  for at beskytte truet natur  de penge skal findes     ,-4.0
"Herning, Denmark",118955,2,['dkpol'],2021-08-17 19:55:10,imens journalister og resten af centrumvenstre igen forsøger at tegne et glansbillede af islam og afganistan  så husk hvad islam er   islam er det modsatte af demokrati   islam er kvindeundertrykkelse   islam er to tunger   islam er racisme       ,-3.0
"Frederiksberg, Danmark",15697,6,"['dkpol', 'amagerfælled', 'natur']",2021-08-17 19:55:04,københavn byret giver amager fælleds venner medhold i deres klage over de fortsatte byggeforberedelser på amager fælled  men retten forlanger samtidig  at den folkelige bevægelse stiller en sikkerhed på hele to millioner kroner    ælled ,-1.0
Syddanmark,344460,14,['dkpol'],2021-08-17 19:54:49,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
Danmark,23245,2,['dkpol'],2021-08-17 19:54:38,flere partier kræver nu en undersøgelse af regeringen  der skal kortlægge  hvorfor regeringen var så længe om at reagere og evakuere i afghanistan  det kan i sidste ende få konskvenser for ministre  siger sf    ,0.0
,21310,2,['dkpol'],2021-08-17 19:54:20,imens journalister og resten af centrumvenstre igen forsøger at tegne et glansbillede af islam og afganistan  så husk hvad islam er   islam er det modsatte af demokrati   islam er kvindeundertrykkelse   islam er to tunger   islam er racisme       ,-3.0
Danmark,323229,14,['dkpol'],2021-08-17 19:54:03,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
"Hjørring, Danmark",816,14,['dkpol'],2021-08-17 19:53:52,rapport tyder på sammenhæng mellem cheminovas giftdepoter og højt antal kræfttilfælde i lokalbefolkning   kræver redegørelse fra  og  der skal ryddes op  dokumenteres om der er en sammenhæng og dermed et erstatningsansvar    ,0.0
,470,38,"['NickHækkerup', 'dkpol']",2021-08-17 19:53:43,ækkerup har lige udsendt en pressemeddelelse om en ny superpolitienhed  min første tanke var  mon ikke det bare er nick som vil have mere magt   jeg kiggede på lovforslaget  jo  nick vil kunne ophæve alles tavshedspligt uden domstolskontrol    ,0.0
"København, Danmark",8517,16,['dkpol'],2021-08-17 19:53:40,dansk økologisk produceret kikærter  linser  lupinfrø og quinoa er fremtiden for danske landbrug og danskernes sundhed  og klimatiltag med en kæmpe co  besparelse på transport  den udvikling skal støttes med forskningsmidler    ,-1.0
"Copenhagen, Denmark",2642,9,['dkpol'],2021-08-17 19:53:11,som part i krigen bærer dk et stort menneskeligt ansvar for afghanistan og skal derfor også stille med hjælp og tilbud om at tage flere flygtninge   ,4.0
WHITE HOUSE/KREML/CANADA/ENG,2817,5,['dkpol'],2021-08-17 19:52:35,dansk afghanistanindsats er vel en succes  da formålet var at sikre amerikansk sikkerhedsgaranti til danmark og undgå kritik for at bruge for få penge på forsvaret   spørgsmålet er mere hvad danmark nu gør for at undgå us kritik i nato   ,-3.0
WHITE HOUSE/KREML/CANADA/ENG,2817,19,['dkpol'],2021-08-17 19:52:26,håber inderligt  det snart er muligt at flyve lokale partnere ud af kabul  rv holder fast i  alle skal med  lokale medarbejdere  alle tolke  der har hjulpet danske tropper  vigtige ngo partnere &amp; vores fair del af medarbejdere fra fn  nato &amp; eu  alle med nærmeste familie ,6.0
,22698,69,['dkpol'],2021-08-17 19:52:09,  uger siden    jeppe var på ferie mens jægerkorpset og angiveligt også fe tryglede om evakueringsplaner  men blev ignoreret  for et årti siden mistede lene espersen posten som udenrigsminister for ikke at droppe ferien for et møde i arktisk råd    ,-4.0
"Aarhus, Danmark",395,0,['dkpol'],2021-08-17 19:51:47,anslået oprensning af den gamle cheminovagrund         mio  kr   unødig motorvej over egholm    mia  kr   prioriteter     ,0.0
"Odense, Danmark",806,0,['dkpol'],2021-08-17 19:51:45,forskning og uddannelse er fremtiden  men politikere er nok ligeglad med fremtiden bag næste valg  derfor har politikere svært ved at formulerer meningsfulde visioner for forskning  forskerne har intet at skulle sige  vi kan blot håbe på de studerende kræver deres fremtid   ,1.0
Syddanmark,344460,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 19:51:41,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
Syddanmark,344460,5,['dkpol'],2021-08-17 19:51:37,forrykt   man må i regeringen have læst de fortrolige efterretninger og analyser   at insistere på hjemsendelse er at vælge at lukke helt af for den mest sandsynlige og rædselsfulde udvikling    … vores krig blev til flygtningepolitik hos  ,-2.0
"Copenhagen, Denmark, EU",5182,0,['dkpol'],2021-08-17 19:51:14,okay var det derfor    danske mistede livet i afganistan  hvad f     bilder  sig ind at eksportere vores dødssyge materialistiske værdier til et en gammel kulturnation    music is dying in afghanistan  via ,-2.0
Frederiksberg,3300,0,['dkpol'],2021-08-17 19:51:10, vil hellere evakuere én for meget end én for lidt  helt enig  men italesættelsen alene om tal fortæller alt for tydeligt hvor  har bevæget sig hen  udlændingepolitisk retorisk ramme frem for medmenneskelighed i svær krisetid  man græmmer sig ,-5.0
København,8083,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 19:50:40,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
København,8083,5,['dkpol'],2021-08-17 19:50:22,forrykt   man må i regeringen have læst de fortrolige efterretninger og analyser   at insistere på hjemsendelse er at vælge at lukke helt af for den mest sandsynlige og rædselsfulde udvikling    … vores krig blev til flygtningepolitik hos  ,-2.0
Copenhagen,284,8,['dkpol'],2021-08-17 19:50:07,så er det lykønskninger til taliban fra palæstina  fatter virkelig ikke den yderste venstrefløjs fascination af det sted   ,0.0
,91311,1,['dkpol'],2021-08-17 19:48:37,dansk evakuering fra kabul er en skandale  lyder det fra christiansborg  nå da  det er åbenbart gået op for nogen partier  at befolkningen ikke er imponeret over dem heller  med andre ord  alle partierne har et ansvar her    ,1.0
"Silkeborg, Denmark",3908,1,['dkpol'],2021-08-17 19:48:35,       behandlinger er blevet udskudt under sygeplejerskernes konflikt   når nu        behandlinger er blevet udskudt  så kan man jo godt spekulere på hvad lægerne så laver  idet mindste en god del af dem     ,5.0
"København, Danmark",4910,33,"['dkgreen', 'dkpol']",2021-08-17 19:47:22,siden kl     i morges har vi læst højt af den nye ipccrapport foran christiansborg  vi bliver ved til vi har været gennem alle       dommedagssider  vi kræver  at mette f  træder frem  adresserer krisen med den alvor den kræver  og erklærer klimanødsituation nu    ,-3.0
,2591,0,"['svpol', 'dkpol']",2021-08-17 19:47:21,  det undrer at det ofte er kvinder der går ind for flere muslimer i sverige  man kan jo nu se i afghanistan  at det først og fremmest går ud over kvinderne når muslimerne kommer til magten  det virker paradoksalt   ,1.0
"Silkeborg, Denmark",3908,1,['dkpol'],2021-08-17 19:47:04,       behandlinger er blevet udskudt under sygeplejerskernes konflikt   når nu        behandlinger er blevet udskudt  så kan man jo godt spekulere på hvad lægerne så laver  idet mindste en god del af dem     ,5.0
Denmark,5014,14,"['dkpol', 'dkgreen']",2021-08-17 19:46:11,vigtig  vigtig sejr for naturen  amager fælled og amager fælleds venner  helt skørt at det er afhængig af at skulle skaffe   mio  kr  for at beskytte truet natur  de penge skal findes     ,-4.0
"Hovedstaden, Danmark",66051,1,"['dkpol', 'BevarAmagerFaelled']",2021-08-17 19:46:03,det politiske system tabte i retten og borgerne vandt  med mindre vi er ude i decideret knægtelse af borgerrettigheder stiller kbh kommune vel derfor   mill skattekroner til rådighed  retten forlanger     ,3.0
Danmark,732,21,"['dkmedier', 'dkpol', 'Afghanistan']",2021-08-17 19:45:57,er jeg den eneste  der i disse dage ikke kan lade vær med at tænke på  at man fik nedlagt irak og afghanistan kommission    ,2.0
"Herning, Denmark",118955,0,['dkpol'],2021-08-17 19:45:49,  viser hvor naive godhedsindustrien  de politisk korrekte  er      dansk ngo  taleban udtrykker støtte for skolebyggeri i afghanistan ,2.0
London baby,9775,166,"['dkpol', 'dkmedier']",2021-08-17 19:45:39,er det en aprilsnar  midt i august  jeg er måske lidt træt efter nogle intense døgn i kabul  men tak for at få mig til at grine  kære politikere og joe biden  al qaeda er ikke længere i afghanistan  siger i  elsker jeres humor   ,7.0
